title,text,fake
Craft beer made from NEWater to go on public sale for the first time,"SINGAPORE: At first sip, the drink tastes exactly like what it appears to be - a nice, light craft beer. 
Smooth, not overly sweet and with a tinge of bitterness. But the fruity, foamy drink is not your average tipple. It comprises 95 per cent NEWater, Singapore’s high-grade reclaimed water.
Named NEWBrew, it will go on public sale for the first time, from Apr 12 to end-July, said National Water Agency PUB and local craft brewery Brewerkz in a news release on Friday (Apr 8).
The beer can be purchased at NTUC FairPrice and Cold Storage outlets, as well as online platforms and Brewerkz’s restaurant and e-store. Available in packs of three, it will be priced at $4.50 per can.
Each of the three cans has a different design, featuring vibrant artwork of the Marina Barrage, MacRitchie Reservoir and Singapore River - three “iconic local water landmarks” that contribute to Singapore’s water sustainability efforts.
NEWBrew will also be served at Singapore International Water Week (SIWW) 2022 later this month. This is the second time that the craft beer will be served at the event, where it made its debut in 2018. This 2022 version will be a “tropical blonde ale”, with a “smooth, toasted honey-like aftertaste”, said PUB and Brewerkz.
Its ingredients include premium German barley malts, aromatic citra and calypso hops as well as kveik, a strain of farmhouse yeast from Norway. 
“NEWBrew is possibly Singapore’s greenest beer and the perfect accompaniment to this year’s SIWW, with its key themes of climate resilience, resource circularity and water sustainability,” said SIWW managing director Ryan Yuen.
“We are delighted to partner Brewerkz to bring NEWBrew back again, as it is also part of PUB’s efforts to educate Singaporeans on the importance of water recycling and reuse as a strategy to achieve water sustainability. It also reinforces the message that NEWater is perfectly wholesome and safe for drinking, and can be used to make a great tasting beer.”
Brewerkz CEO and owner Tan Wee Han said that there was “strong interest” from the public when the first edition of NEWBrew was launched in 2018, and “demand” for the beer to return.
Said Mr Tan: “We are delighted to unveil this year’s NEWBrew just as we are emerging from the pandemic. NEWBrew is a showcase of the high quality of NEWater and is proof that sustainability can be delicious.”",0
"Singapore abstains from vote to suspend Russia from UN human rights body, urges support for inquiry on violations in Ukraine","SINGAPORE: Singapore has called for all parties to cooperate with an independent commission of inquiry on alleged human rights violations in Ukraine, adding that is important for the commission to be given full and unhindered access to do its work.

This came after it abstained from a vote to suspend Russia from the United Nations (UN) Human Rights Council on Thursday (Apr 7). In response to media queries on Friday evening, Singapore's Ministry of Foreign Affairs (MFA) said: “Singapore abstained from the vote as we await the findings of the Independent International Commission of Inquiry investigating alleged violations of human rights and international humanitarian law in Ukraine."" 

The Commission was mandated by Human Rights Council Resolution 49/1 on the “Situation of human rights in Ukraine stemming from the Russian aggression”, which was adopted on Mar 4 this year. MFA reiterated that Singapore was a co-sponsor of this resolution. 

“We strongly condemn any violations of human rights and international humanitarian law, and there must be accountability. We hence urge all parties to cooperate with the Commission, and allow it full and unhindered access so that it can gather evidence and conduct its work,” said MFA. 

“Our abstention on this particular resolution is consistent with our longstanding and steadfast support for the rules-based multilateral system and the due application of its mechanisms.”

The UN General Assembly had suspended Russia from the Human Rights Council over reports of ""gross and systematic violations and abuses of human rights"" in Ukraine, prompting Moscow to announce it was quitting the body. The United States-led push garnered 93 votes in favour, while 24 countries voted no and 58 countries abstained, including Singapore. A two-thirds majority of voting members in the 193-member General Assembly in New York - abstentions do not count - was needed to suspend Russia from the 47-member Geneva-based Human Rights Council.

Taking the floor to explain Singapore’s abstention, Ms Tang Jo-Phie, the country’s deputy permanent representative to the UN, said on Thursday that Singapore condemns Russia's invasion of Ukraine and continuing attacks on Ukrainian cities, civilians, and civilian infrastructure in the strongest possible terms.

“We reiterate our full support for the sovereignty, political independence and territorial integrity of Ukraine,” she stated. She added that Singapore’s position on this has been clear and consistent from the beginning of the conflict.
This is why it had ""co-sponsored and voted in support of UN General Assembly Resolution ES-11/1 on the Aggression against Ukraine, and Resolution ES-11/2 on the Humanitarian Consequences of the Aggression against Ukraine"", she said.

Singapore also co-sponsored the Human Rights Council Resolution 49/1 on the Situation of Human Rights in Ukraine Stemming from the Russian Aggression, she added.

In her speech, Ms Tang also said: “Singapore is gravely concerned and distressed by the latest reports and images from Bucha and other Ukrainian towns of high civilian casualties and destruction of civilian infrastructure.”

“We strongly condemn any violations of human rights and international humanitarian law. In this regard, we urge the full and urgent implementation of ES-11/1, ES-11/2, and HRC Resolution 49/1.”

She said that Singapore notes the establishment of an independent International Commission of Inquiry to investigate all alleged violations of human rights in Ukraine, adding that the country awaits the completion of the commission’s work and its findings. “There must be accountability for any gross and systematic human rights violations that have taken place in the conflict in Ukraine,” she said.

“We urge all parties to cooperate with the commission’s work and allow full and unhindered access for the commission to gather evidence and conduct its work.”

She added: “We must spare no effort to protect the civilian population in Ukraine, and to ensure safe and unhindered humanitarian access to all those in need.”

“We continue to call on the Russian Federation to cease its offensive military operations immediately, to remain engaged in meaningful negotiations with Ukraine, and to work towards a peaceful settlement in accordance with the UN Charter and international law.” Singapore has announced financial measures targeted at designated Russian banks, entities and activities in Russia, as well as fundraising activities benefiting the Russian government.

Wrapping up his visit to the US last week, Prime Minister Lee Hsien Loong said that Singapore took a strong stand against Russia’s invasion because it has chosen to uphold a key principle that corresponds to its long-term national interest – that is, the sovereignty and territorial integrity of all countries.

“We have chosen principles and we uphold principles which correspond to our long-term national interests, and we uphold them consistently,” said Mr Lee.
Other countries that abstained included India, Malaysia, Indonesia and Cambodia. Russia, China and Vietnam were among those that voted against.
In explaining why it had abstained from the vote, the Malaysian delegation to the UN said: “A critical decision such as the suspension of a member of the Human Rights Council must not be made in haste and should not prejudge the outcome of such investigations.”
""A decision on such an important matter must be accorded the same equal treatment and due processes as in the past in the full spirit and letter of resolution 60/251 (on the establishment of the Human Rights Council).""",0
"Author of Nikkei Asia article about KTV COVID-19 cluster fined for having obscene videos, photos","SINGAPORE: A man was fined S$42,000 on Friday (Apr 8) for possessing more than 4,200 obscene videos and photos.

Wong Ming Jun, also known as Andy Wong, 28, had pleaded guilty to three charges of possessing obscene materials, with another eight similar charges considered for sentencing. Wong was the author of an opinion piece in Nikkei Asia that criticised the Government's handling of KTV lounges amid the COVID-19 pandemic.

The piece was published in July last year, at the height of the infections linked to KTV lounges around the country. It drew a point-by-point rebuttal from the Ministry of Home Affairs, which called it ""full of inaccuracies"".

Law and Home Affairs Minister K Shanmugam questioned Wong's motive at the time, saying: ""We are left to wonder if the criminal investigation against him was the reason for his diatribe based on falsehoods; and the extent to which he was doing a political hack job.""

The offences dealt with on Friday were related to Wong's membership in a Telegram chat group which he joined in November 2018.

The chat group was linked to local forum Sammy Boy Forum, where users discuss pornography and other matters of a sexual nature, said the prosecution. Police were alerted to the chat group on Oct 24, 2019, when a woman informed them that members shared lewd and indecent photos of girls in it and that it had more than 24,000 members.

Wong was arrested in his home on Nov 6, 2019, and his laptop and mobile phone were seized.

Police found more than 4,200 obscene videos and photos spread across these devices and thumb drives.

Among them were about 2,200 obscene videos in Wong's mobile phone, which he had downloaded from the Internet.

There were also around 1,400 photos in his mobile phone, including photos that Wong took of himself, his friends and his partners. Wong kept all these materials for his personal consumption and did not display or transmit them to others, said the prosecution.

The prosecutor sought a fine of S$42,000 to S$42,500, while the defence asked for a fine of not more than S$27,500.

The defence contended that the criminal proceedings had caused Wong mental anguish and affected his career prospects.

The court heard that Wong is now a container prime mover driver. He had identified himself as a political and business intelligence analyst in the Nikkei Asia piece.

The judge rejected this argument, making reference to an opinion piece for TODAY in which Wong described his new career as a blue-collar worker as ""fulfilling and productive"". He added that any impact to Wong's career was a natural consequence of his own actions. He also disagreed that negative media coverage was a mitigating factor when deciding on sentence.

The judge agreed that Wong's offences did not warrant a jail term as he had kept the obscene materials for his own consumption.

Wong is the last of four men, all members of the Telegram chat group, to be dealt with.

His three co-accused Tan Yeow Chong, Lincoln Anthony Fernandez and Yee Wing Kay were earlier jailed and fined.",0
"Man jailed for falsifying course records to cheat more than S$72,000 in training grants","SINGAPORE: A trainer was sentenced to 20 weeks’ jail on Friday (Apr 8) for falsifying course records to cheat more than S$72,000 in training grants.

Marsh Terranova Tiruchellam, 54, was convicted on Dec 17 last year of three charges of falsifying attendance records to cheat then Workforce Development Agency (WDA) into believing that he had conducted courses, SkillsFuture Singapore (SSG) said in a press release. Three similar charges were taken into consideration for sentencing.

Marsh was a trainer at Loyal Reliance, a training provider engaged to conduct courses for employees of Yoke Mah Plasterceil.

Between July 2014 and November 2014, he falsified six attendance records, which showed that employees of Yoke Mah Plasterceil had attained full attendance for courses, although he did not conduct them.

He is the last of five individuals sentenced for this case, said SSG. The four others were sentenced to jail terms ranging from 11 weeks to 29 months, said SSG.

The agency added that it takes a “serious view of any individual or organisation that defrauds or abuses SSG funding”. “Their actions undermine the work of many others who dedicate their career and businesses to delivering proper, high quality adult education to Singaporeans,” said SSG, adding that it will not hesitate to take action against those found contravening its funding terms and conditions.",0
Jail for man who threw wine bottle that killed 73-year-old man in act of 'religious hostility',"SINGAPORE: A man who threw a wine bottle at a group of people from two floors above, striking and killing a 73-year-old man, was sentenced to five years and six months' jail on Friday (Apr 8).

Andrew Gosling, 49, told police that he wanted to startle the group, who were from the Malay-Muslim community. He pleaded guilty in February to two charges of causing death by a rash act and causing grievous hurt by a rash act. Principal District Judge Victor Yeo said Gosling's actions could be viewed as demonstrating ""religious hostility"" towards the group and that he must be firmly dealt with.

He was sentenced to four years' jail for causing death by a rash act, and one year and six months' jail for causing grievous hurt by a rash act. The sentences were ordered to run consecutively. THE INCIDENT
On Aug 18, 2019, Gosling, an Australian national, drank beer with an acquaintance at lunch, before having two more bottles of beer at dinner. He drank another can of beer when he reached his apartment on the seventh floor of Spottiswoode 18 condominium in Tanjong Pagar.

The group was having a barbecue by the swimming pool on the fifth floor of the condominium. Gosling identified them as being from the Malay-Muslim community, as there were women wearing headscarves, the court heard previously. The elderly victim was part of the group.

Sometime after 8pm, he went to the rubbish chute at the lift lobby of the seventh floor, where he found an empty wine bottle about 30cm long.
Gosling threw the bottle at the group from the seventh floor. He also shouted religiously charged vulgarities before running back to his apartment.

The bottle struck the victim on his head, before ricocheting and hitting his wife on the shoulder.

The elderly victim collapsed to the ground and was unconscious. He suffered multiple skull fractures and extensive bleeding in his brain and died the next morning. The cause of death was determined to be head injuries.

Gosling admitted during police investigations that he had thought of using a weapon such as a gun to shoot the group, but dismissed this as a ""heinous act"".

The court had also heard that he was ""angry and upset"" at attacks committed by fundamentalist groups in Bali and Melbourne that had killed Australian citizens. Gosling was assessed by a psychiatrist from the Institute of Mental Health and found to have been intoxicated around the time of the offence. 

He has a past history of anxiety disorder, but no contributory link was found between his mental condition and the offence, the court heard previously.

A second report issued jointly with the defence's psychiatrist stated that Gosling was inebriated, but that the amount of alcohol was within his usual limits and not enough to remove his culpability for the offence.

The level of alcohol did contribute to the offence, the report stated, and Gosling experienced some impairment of judgment, but this did not affect his soundness of mind.

According to the report, he was prone to having ""obsessive"" negative thoughts in relation to Muslims when he was intoxicated, but this did not reflect his true feelings. ""ONLY TIME WILL HEAL THIS"": VICTIM'S SON
""Preserving and building inter-religious harmony in Singapore is sacrosanct and this could have a wider impact of causing unease among the broader Muslim community,"" said the judge.

It was necessary for the sentence imposed to dispel the unease and disquiet that could emanate from the offence, he said.

The judge also gave weight to the emotional and economic impact of Gosling's actions on the victim's wife to assess the ancillary harm caused.

The 69-year-old woman was also injured when the bottle hit her shoulder. She had been married to her husband for 45 years, and had four children with him, but was now living alone.

Before his death, the victim worked as a van driver for a delivery company and would give his wife S$600 for monthly expenses.

At an earlier hearing, the court heard that the widow felt a big loss, and even more so during the fasting month and family gatherings.

She also suffered flashbacks of the incident, the judge said.

The victim's family was present at the hearing in the State Courts on Friday. After the sentence, the victim's wife told reporters that she had no comment on the sentence and that ""it's fate"".

Her son told reporters: ""It's hard to forgive, only time will heal this.""

For causing death by a rash act, Gosling could have been jailed up to five years, fined or both. For causing grievous hurt by a rash act, he could have been jailed up to four years, fined up to S$10,000 or both.

Court records show Gosling has filed an appeal against the sentence.",0
SIA flights between Singapore and Shanghai departing Apr 11 cancelled due to Chinese city's COVID-19 lockdown,"SINGAPORE: Singapore Airlines (SIA) announced on Friday (Apr 8) that two flights between Singapore and Shanghai that are set to depart on Apr 11 have been cancelled.  

In a Facebook post, the airline said that flights SQ830 and SQ833 will not take off due to “operational constraints as a result of the regulatory lockdown measures in Shanghai”.
“SIA would like to extend our sincere apologies to the affected customers. We are reaching out to them to offer all necessary assistance and to minimise the inconvenience caused by this disruption,” said the airline.

In response to CNA's queries, an SIA spokesperson said that the operational constraints were due to a shortage of manpower required to support operations at Shanghai Pudong International Airport as a result of the lockdown measures.

The spokesperson apologised to affected customers and said the airline is offering customers ""all necessary assistance"".

Checks by CNA showed that as of 10.50am on Friday, the SIA website was not taking in bookings for the route between Singapore and Shanghai. Shanghai announced on Mar 27 that it would lock down the city in two stages to carry out COVID-19 testing over a nine-day period, after it reported a new daily record for asymptomatic infections.
The city of 26 million people, which has been battling a new coronavirus surge, recorded 2,631 new asymptomatic cases on Mar 26. This accounted for nearly 60 per cent of China's new asymptomatic cases that day.

Shanghai authorities ordered everyone to stay at home and said they would carry out COVID-19 testing in the city's eastern and western districts from Mar 28 to Apr 1 and from Apr 1 to Apr 5, respectively.

A new round of testing began after China reported more than 20,000 COVID-19 cases on Wednesday.",0
Former Agritrade International CFO given additional cheating charge,"SINGAPORE: The former chief financial officer of commodity firm Agritrade International was on Friday (Apr 8) given an additional charge of cheating, bringing the total number of charges against her to 33.

In the latest charge, Lulu Lim Beng Kim allegedly deceived a financial institution into believing that the consolidated financial statements for Agritrade International and its subsidiary companies for 2016 were audited. She knew this to be false, said the police in a news release.

""By such manner of deception, Lim is believed to have dishonestly induced the financial institution to deliver money through a credit facility to Agritrade International,"" the police added.

The total sum involved in the latest charge is up to US$21.5 million in drawdowns from the credit facility.

Reuters reported in March 2020 that at least 20 banks have accused Agritrade International of fraud.

Lim now faces 33 charges – 32 of them are cheating-related, while the remaining charge is for abetting the falsification of accounts. She was first charged in September last year with cheating and dishonestly inducing a delivery of property. 

In November last year, she was given an additional 12 charges of cheating, before being handed six additional cheating charges in January this year.

She was handed 12 more charges last month for allegedly deceiving financial institutions fo US$245.5 million.

Investigations are ongoing, said the police.",0
Five teens arrested for conspiring to cheat at least 25 victims in mobile phone scheme,"SINGAPORE: Five teenagers have been arrested for their suspected involvement in conspiring to cheat at least 25 victims, with the men obtaining wrongful gain of more than S$27,000. 

Police said they received nine reports between February and April 6 this year where victims were approached by the suspects to earn ""quick cash"" by subscribing to new handphone lines that came with a new mobile phone. The men had also promised to manage the monthly subscription payments, said the police in a press release on Friday (Apr 8).

The five men, aged between 16 and 18, later allegedly collected the mobile phones from the victims and sold them. They then became uncontactable.

“Preliminary investigations revealed that the men had allegedly started the scheme since December 2021 and gave monetary incentives to ‘runners’ for introducing more people to take up the scheme,” said the police. 

Three men will be charged in court on Friday with the offence of cheating with conspiracy. If found guilty, they face a jail term of up to 10 years and a fine. ",0
"Singapore reports 4,269 new COVID-19 cases, 3 deaths","SINGAPORE: Singapore reported 4,269 new COVID-19 cases as of noon on Thursday (Apr 7), comprising 4,145 local infections and 124 imported ones. 

There were three fatalities, taking the death toll from coronavirus complications to 1,290. There are 416 patients in hospital, according to the latest infection statistics on the Ministry of Health's (MOH) website. A total of 44 patients require oxygen supplementation.

Fifteen patients are in the intensive care unit, unchanged from Wednesday.
Most of Singapore's new COVID-19 infections are Protocol 2 cases, which are those who are well or assessed to have a mild condition.

Among the new cases reported on Thursday, 3,771 are classified under Protocol 2, comprising 3,665 local cases and 106 imported infections.

Another 498 cases were confirmed via polymerase chain reaction (PCR) tests, with 18 of them being imported infections. The week on week infection ratio is 0.73, higher than the 0.72 on Wednesday. A number below 1 indicates that the number of new weekly COVID-19 cases is falling.

Singapore has recorded 1,128,155 COVID-19 cases since the start of the pandemic. As of Wednesday, 96 per cent of Singapore's eligible population have completed their full vaccination regimen under the national vaccination programme.

About 72 per cent of the total population have received their vaccine booster shots.",0
MAS transfers S$75 billion of excess foreign reserves to Government,"SINGAPORE: The Monetary Authority of Singapore (MAS) said on Thursday (Apr 7) it has transferred excess official foreign reserves (OFR) of S$75 billion to the Government through a subscription of Reserves Management Government Securities (RMGS).

RMGS is a mechanism to facilitate the transfer of OFR that is not needed for the conduct of monetary policy and financial stability from the central bank to the Government, for longer-term investment by GIC, the sovereign wealth fund. The optimal amount of OFR that the Monetary Authority of Singapore (MAS) estimates it needs is currently 65 per cent to 75 per cent of gross domestic product.

The MAS manages policy through exchange rate settings rather than interest rates, letting the Singapore dollar rise or fall against the currencies of its main trading partners within an undisclosed policy band, known as the Nominal Effective Exchange Rate, or S$NEER.

The stock of OFR reached S$563 billion, or about 106 per cent of GDP, at the end of 2021, reflecting the persistently strong appreciation pressures on the S$NEER from Singapore's positive net savings and large capital inflows from abroad, MAS said.

After the transfer of S$75 billion, the central bank estimated the stock of OFR remaining on its balance sheet at around 95 per cent of GDP.

It said it expects further transfers of excess OFR to the government over the course of the year to bring it to the optimal amount. ",0
,,0
